ID,url,product_ID
ddf3043b-8928-4edf-9140-7604da7797af,https://i5.walmartimages.com/seo/AQwzh-20-oz-Green-Stainless-Steel-Water-Bottle-with-Wide-mouth-Straw-and-Lid_bc3e1abb-636f-4f7b-9abb-9e9a220ef95a.19d274cfd36ca953a617bf819d3ccd8c.jpeg?odnHeight=768&odnWidth=768&odnBg=FFFFFF,0b220efd-43c1-46d0-b72d-0b32770b65eb
893e0694-9ca8-493c-8a38-b34c24c27382,https://i5.walmartimages.com/asr/3f90ef41-e212-4971-81f2-7d7cc44c62c0.fe33021acc9e8fba4a3ec93d94340603.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,5e04acbf-3f19-4ca7-baef-ef0125d19cca
0aafccba-53a9-441d-909f-f440abef9bfb,https://i5.walmartimages.com/asr/f5e6dcbe-01b1-40c6-9f01-b9f59f021dd1.3d706c25c47df939b068f821e1bd7a19.jpeg?odnHeight=768&odnWidth=768&odnBg=FFFFFF,0a802020-b9cd-42f7-8f3d-b6cafaaaf645
23f6a15c-4f68-43fc-b80a-3b39b9d0cb3e,https://i5.walmartimages.com/seo/Cheers-US-Handheld-Spiralizer-Vegetable-Slicer-4-1-Heavy-Duty-Veggie-Zucchini-Spaghetti-Maker-Vegatable-Spiral-Slicer-Salad-Carrot-Fruit-Cucumber-Zuc_80a0c875-475f-4e68-8f72-1d3092eaf1b4.fbcc5023b9deb8b057d56d148f124ecb.jpeg,d0a41602-ae74-43e5-a648-26cc489010b6
a3f45a8d-5153-4caf-a44a-83320fba8a65,https://i5.walmartimages.com/seo/RB2140-50MM-Classic-Wayfarer-Sunglasses_25e09e0e-e34e-4fa9-8ffc-8c256d6e25a5_1.7dd134a3e4e66336a48473192563c98c.jpeg,5a0e6147-53ea-4216-8f65-cc5e0fba0f2b
a7f48bd0-ec61-4b9c-a7b1-13befa15292f,https://i5.walmartimages.com/asr/70069ab5-2dc8-4f60-a7fe-9907061b2a38.8992e8acc4030c9b1224353917acf6c6.jpeg,1ca5656b-3245-4805-8de7-c91b2ce91e82
416804e8-db31-4a4b-bbd2-877a17cf3990,https://i5.walmartimages.com/seo/Adjustable-Dumbbells-44LB-Free-Weights-Dumbbell-Set-4-1-Set-Barbell-Dumbbell-Kettlebell-Push-ups-Non-slip-Handles-Home-Office-Fitness-Workout-Equipme_abe6e8b4-31c8-4b66-9a7b-74a049413388.72c743fc10c813fc3478afda11499b8d.jpeg?odnHeight=768&odnWidth=768&odnBg=FFFFFF&format=avif,bf482718-9529-48cf-bf33-dec39fc937f0
a9a4ba3f-87f4-466c-aca2-7459507d8dd1,https://i5.walmartimages.com/asr/29c63333-2cd4-4236-b91d-1d41547df391.ddb577cef5b28dc932f9c7ac84edcb21.jpeg?odnHeight=768&odnWidth=768&odnBg=FFFFFF,79e0cd08-8d3e-4560-9ba1-1144b2142764
553bb117-0e00-4f3e-be51-4c5e39e5fa73,https://i5.walmartimages.com/seo/Power-of-Nature-Travel-Pillow-Luxury-Memory-Foam-Neck-Head-Support-Pillow-Soft-Sleeping-Rest-Cushion-for-Airplane-Car-Home-Best-Gift-Dark-Blue_1aa1af32-2501-4a83-800a-4c00b9948ebd.8e904a3fa27cf5d4c9bb191431cc1d6f.jpeg,897e4bcc-b09b-4fe6-97cd-13b78e2b82a0
93e0c3b5-efb0-43df-b5af-80d5e5e2df13,https://i5.walmartimages.com/seo/Portable-Bluetooth-Speaker-Lights-Night-Light-LED-Wireless-Speaker-Magnetic-Waterproof-Speaker-7-Color-Auto-Changing-TWS-Perfect-Mini-Shower-Home-Out_36cc261d-b8cc-494a-9b1d-6c026475fe1a.ece80b7b84291ef5d4cc5ae730ffa18c.jpeg?odnHeight=768&odnWidth=768&odnBg=FFFFFF,a77156df-404a-4b90-a4e5-aa49c54dd875
